tertile,mppc_eur,gross_profit_1yr_eur,roi_1yr,cpa_eur,response_rate
T1 High,66.63550267119962,137202.5,26.654201068479846,5.424130663856691,0.46090335114133074
T2 Medium,60.443176299174354,124452.5,24.177270519669744,5.95775462962963,0.41962117532782905
T3 Low,38.4422049538611,79152.5,15.37688198154444,9.159252669039146,0.27294803302574067
